OBJECTID,UID,LONGITUDE,LATITUDE,FACNAME,FACTYPE,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,AREACODE,PHONE,CONTACT,TITLE,FIPS,NAME,TYPE,METHOD,PERMIT_NO_
7147,CJ020004,-84.24572717,33.77564255,DeKalb County Jail,9.00000000,4425 Memorial Dr,,Decatur,Georgia,30032,404.00000000,298-8500,,,13089,DeKalb,County Jail,GPS,
7148,CJ020005,-84.75328787,33.74834440,Douglas County Jail,9.00000000,6840 W Church St,,Douglasville,Georgia,30134,770.00000000,942-4333,Tommy Waldrop,,13097,Douglas,County Jail,GPS,
7149,CJ020006,-84.45112599,33.44491196,Fayette County Jail,9.00000000,155 Johnson Ave,,Fayetteville,Georgia,30214,770.00000000,461-6353,Randall Johnson,,13113,Fayette,County Jail,GPS,
7150,CJ020007,-84.42700964,33.77910236,Fulton County Jail,9.00000000,901 Rice St NW,,Atlanta,Georgia,30318,404.00000000,853-2034,Jackie Barrett,,13121,Fulton,County Jail,GPS,
7151,CJ020008,-83.97669970,33.98135744,Gwinnett County Jail,9.00000000,2900 University Pkwy,,Lawrenceville,Georgia,30043,770.00000000,822-3100,James Carsten,,13135,Gwinnett,County Jail,GPS,
7152,CJ020009,-84.16992159,33.42315307,Henry County Jail,9.00000000,120 Henry Pkwy,,McDonough,Georgia,30253,770.00000000,954-2182,Donald Chaffin,,13151,Henry,County Jail,GPS,
7153,CJ020010,-84.05784612,33.68613808,Rockdale County Jail,9.00000000,911 Chambers Dr,,Conyers,Georgia,30012,770.00000000,929-0067,Guy Norman,,13247,Rockdale,County Jail,GPS,
7154,CJ020003,-84.58225283,33.90827188,Cobb County Adult Detention Center,9.00000000,1825 County Services Pkwy,,Marietta,Georgia,30008,770.00000000,499-4600,Bill Hutson,,13067,Cobb,County Jail,GPS,
7155,CI022045,-84.28308108,33.38493336,Hampton City Hall,6.00000000,20 E Main St,,Hampton,Georgia,30228,770.00000000,946-4306,,,13151,Henry,City Hall,GPS,
7156,CI022046,-84.11296863,33.35231779,Locust Grove City Hall,6.00000000,3644 Highway 42,,Locust Grove,Georgia,30248,770.00000000,957-5043,,,13151,Henry,City Hall,GPS,
7157,CI022047,-84.14396670,33.44688036,McDonough City Hall,6.00000000,88 Keys Ferry Rd,,McDonough,Georgia,30253,770.00000000,957-3915,,,13151,Henry,City Hall,GPS,
7158,CI022048,-84.22833978,33.54351430,Stockbridge City Hall,6.00000000,4545 N Henry Blvd,,Stockbridge,Georgia,30281,770.00000000,389-7900,,,13151,Henry,City Hall,GPS,
7159,CI022002,-84.00613421,34.11905686,Buford City Hall,6.00000000,95 Scott St,,Buford,Georgia,30518,770.00000000,945-6761,,,13135,Gwinnett,City Hall,GPS,
7160,CI022010,-84.03476733,34.10641468,Sugar Hill City Hall,6.00000000,4988 W Broad St,,Sugar Hill,Georgia,30518,770.00000000,945-6716,,,13135,Gwinnett,City Hall,GPS,
7161,CI022011,-84.06543750,34.05694587,Suwanee City Hall,6.00000000,373 Hwy 23,,Suwanee,Georgia,30024,770.00000000,945-8996,,,13135,Gwinnett,City Hall,GPS,
7162,CI022003,-83.89966564,33.98878485,Dacula City Hall,6.00000000,2434 Winder Hwy,,Dacula,Georgia,30019,770.00000000,963-7451,,,13135,Gwinnett,City Hall,GPS,
7163,CI022005,-83.95729809,33.89254774,Grayson City Hall,6.00000000,475 Grayson Pkwy,,Grayson,Georgia,30017,770.00000000,963-8017,,,13135,Gwinnett,City Hall,Photo,
7164,CI022009,-84.01728052,33.85624683,Snellville City Hall,6.00000000,2460 E. Main St.,,Snellville,Georgia,30078,770.00000000,985-3500,,,13135,Gwinnett,City Hall,Photo,
7165,CI022007,-84.13447551,33.88582242,Lilburn City Hall,6.00000000,76 Main St,,Lilburn,Georgia,30047,770.00000000,921-2210,,,13135,Gwinnett,City Hall,GPS,
7166,CI022008,-84.21188349,33.94221110,Norcross City Hall,6.00000000,65 Lawrenceville St,,Norcross,Georgia,30071,770.00000000,448-2112,,,13135,Gwinnett,City Hall,GPS,
7167,CI022004,-84.14524851,34.00338745,Duluth City Hall,6.00000000,3578 W Lawrenceville St,,Duluth,Georgia,30096,770.00000000,476-3434,,,13135,Gwinnett,City Hall,GPS,
7168,CI022006,-83.98720566,33.95077144,Lawrenceville City Hall,6.00000000,70 S Clayton St,,Lawrenceville,Georgia,30045,770.00000000,963-2414,,,13135,Gwinnett,City Hall,Photo,
7169,CI022051,-84.36563131,33.77315911,Atlanta City Hall East,6.00000000,675 Ponce De Leon Ave NE,,Atlanta,Georgia,30308,404.00000000,330-6000,,,13121,Fulton,City Hall,GPS,
7170,CI022056,-84.41538198,34.08323661,Mountain Park City Hall,6.00000000,100 Mountain Park Rd,,Mountain Park,Georgia,30075,770.00000000,993-4231,,,13121,Fulton,City Hall,GPS,
7171,CI022058,-84.35911586,34.02164854,Roswell City Hall,6.00000000,38 Hill St,,Roswell,Georgia,30075,770.00000000,641-3727,,,13121,Fulton,City Hall,GPS,
7172,CI022057,-84.67022713,33.51797876,Palmetto City Hall,6.00000000,509 Toombs St,,Palmetto,Georgia,30268,770.00000000,463-3377,,,13121,Fulton,City Hall,GPS,
7173,CI022054,-84.58511364,33.56557836,Fairburn City Hall,6.00000000,56 E Malone St,,Fairburn,Georgia,30213,770.00000000,964-2244,,,13121,Fulton,City Hall,GPS,
7174,CI022059,-84.55209351,33.57878508,Union City City Hall,6.00000000,5047 Union St,,Union City,Georgia,30291,770.00000000,964-2288,,,13121,Fulton,City Hall,GPS,
7175,CI022052,-84.44947840,33.65491087,College Park City Hall,6.00000000,3667 Main St,,College Park,Georgia,30337,404.00000000,767-1537,,,13121,Fulton,City Hall,GPS,
7176,CI022055,-84.40837899,33.65944686,Hapeville City Hall,6.00000000,3468 N Fulton Ave,,Hapeville,Georgia,30354,404.00000000,669-2100,,,13121,Fulton,City Hall,GPS,
7177,CI022053,-84.44199342,33.67930229,East Point City Hall,6.00000000,2777 East Point St,,East Point,Georgia,30344,404.00000000,765-1001,,,13121,Fulton,City Hall,GPS,
7178,CI022050,-84.39018280,33.74910738,Atlanta City Hall,6.00000000,"68 Mitchell St., SW",,Atlanta,Georgia,30335,404.00000000,330-6000,,,13121,Fulton,City Hall,GPS,
7179,CI022049,-84.29450206,34.07503116,Alpharetta City Hall,6.00000000,2 S Main St,,Alpharetta,Georgia,30004,678.00000000,297-6000,,,13121,Fulton,City Hall,GPS,
7180,CI022001,-84.01688365,33.65898505,Conyers City Hall,6.00000000,1194 Scott St,,Conyers,Georgia,30012,770.00000000,483-4411,,,13247,Rockdale,City Hall,GPS,
7181,CI022028,-84.45497878,33.44586190,Fayetteville City Hall,6.00000000,240 S Glynn St,,Fayetteville,Georgia,30214,770.00000000,461-6029,,,13113,Fayette,City Hall,GPS,
7182,CI022027,-84.45914496,33.28976450,Brooks City Hall,6.00000000,951 Main St,P.O. Box 96,Brooks,Georgia,30205,770.00000000,719-7666,,,13113,Fayette,City Hall,GPS,
7183,CI022029,-84.58096313,33.40108092,Peachtree City City Hall,6.00000000,151 Willowbend Rd,,Peachtree City,Georgia,30269,770.00000000,487-7657,,,13113,Fayette,City Hall,GPS,
7184,CI022030,-84.59689306,33.47549441,Tyrone City Hall,6.00000000,881 Senoia Rd,,Tyrone,Georgia,30290,770.00000000,487-4038,,,13113,Fayette,City Hall,GPS,
7185,CI022037,-84.74869539,33.75031290,Douglasville City Hall,6.00000000,6695 Church St,,Douglasville,Georgia,30134,770.00000000,920-3000,,,13097,Douglas,City Hall,GPS,
7186,CI022023,-84.27857245,33.90066896,Doraville City Hall,6.00000000,3725 Park Ave,,Doraville,Georgia,30340,770.00000000,451-8745,,,13089,DeKalb,City Hall,GPS,
7187,CI022020,-84.29913328,33.89394366,Chamblee City Hall,6.00000000,5468 Peachtree Rd,,Chamblee,Georgia,30341,770.00000000,986-5005,,,13089,DeKalb,City Hall,GPS,
7188,CI022024,-84.10614007,33.71189886,Lithonia City Hall,6.00000000,6980 Main St,,Lithonia,Georgia,30058,770.00000000,482-8136,,,13089,DeKalb,City Hall,GPS,
7189,CI022025,-84.20710726,33.78844849,Pine Lake City Hall,6.00000000,459 Pine Dr,P.O. Box 311,Pine Lake,Georgia,30072,404.00000000,292-4250,,,13089,DeKalb,City Hall,GPS,
7190,CI022026,-84.17053191,33.80653777,Stone Mountain City Hall,6.00000000,922 Main St,,Stone Mountain,Georgia,30083,770.00000000,498-8984,,,13089,DeKalb,City Hall,GPS,
7191,CI022021,-84.23975342,33.80875393,Clarkston City Hall,6.00000000,3921 Church St,,Clarkston,Georgia,30021,404.00000000,292-9465,,,13089,DeKalb,City Hall,GPS,
7192,CI022019,-84.26673878,33.77608866,Avondale City Hall,6.00000000,21 N Avondale Rd,,Avondale Estates,Georgia,30002,404.00000000,371-2930,,,13089,DeKalb,City Hall,GPS,
7193,CI022022,-84.29668457,33.77366256,Decatur City Hall,6.00000000,509 N McDonough St,,Decatur,Georgia,30030,404.00000000,370-4100,,,13089,DeKalb,City Hall,GPS,
7194,CI022042,-84.31122553,33.43428406,Lovejoy City Hall,6.00000000,2491 Lovejoy Rd,,Hampton,Georgia,30228,770.00000000,471-2304,,,13063,Clayton,City Hall,GPS,
7195,CI022040,-84.35651425,33.53004090,Jonesboro City Hall,6.00000000,124 N Avenue,,Jonesboro,Georgia,30236,770.00000000,478-3800,,,13063,Clayton,City Hall,GPS,
7196,CI022044,-84.41556565,33.57226929,Riverdale City Hall,6.00000000,6690 Church St,,Riverdale,Georgia,30274,770.00000000,997-8989,,,13063,Clayton,City Hall,GPS,
7197,CI022041,-84.33123045,33.60414129,Lake City City Hall,6.00000000,5535 North Pkwy,,Lake City,Georgia,30260,404.00000000,366-8080,,,13063,Clayton,City Hall,GPS,
7198,CI022043,-84.34106474,33.58329004,Morrow City Hall,6.00000000,1500 Morrow Rd,,Morrow,Georgia,30260,770.00000000,961-4002,,,13063,Clayton,City Hall,GPS,
7199,CI022039,-84.36605031,33.62023540,Forest Park City Hall,6.00000000,745 Forest Pkwy,,Forest Park,Georgia,30297,404.00000000,366-4720,,,13063,Clayton,City Hall,GPS,
7200,CI022012,-84.37590788,34.33756630,Ball Ground City Hall,6.00000000,301 Gilmer Ferry Rd,,Ball Ground,Georgia,30107,770.00000000,735-2123,,,13057,Cherokee,City Hall,GPS,
7201,CI022015,-84.37084925,34.38057318,Nelson City Hall,6.00000000,95 Dogwood Dr,P.O. Box 100,Ball Ground,Georgia,30151,770.00000000,735-2211,,,13057,Cherokee,City Hall,GPS,
7202,CI022016,-84.55504579,34.31343850,Waleska City Hall,6.00000000,8891 Fincher Dr,,Waleska,Georgia,30183,770.00000000,479-2912,,,13057,Cherokee,City Hall,GPS,
7203,CI022013,-84.49927481,34.23528304,Canton City Hall,6.00000000,687 Marietta Hwy.,,Canton,Georgia,30114,770.00000000,479-2421,,,13057,Cherokee,City Hall,Photo,
7204,CI022014,-84.49919728,34.17249514,Holly Springs City Hall,6.00000000,100 Hickory Circle,,Canton,Georgia,30115,770.00000000,345-5536,,,13057,Cherokee,City Hall,Photo,
7205,CI022017,-84.51728824,34.10155108,Woodstock City Hall,6.00000000,103 Arnold Mill Rd.,,Woodstock,Georgia,30188,770.00000000,926-8852,,,13057,Cherokee,City Hall,Photo,
7206,CI022033,-84.61686732,34.02326599,Kennesaw City Hall,6.00000000,2529 J O Stevenson Ave,,Kennesaw,Georgia,30144,770.00000000,424-8274,,,13067,Cobb,City Hall,GPS,
7207,CI022031,-84.67761198,34.06539140,Acworth City Hall,6.00000000,4375 Senator Russell Square,,Acworth,Georgia,30101,770.00000000,974-3112,,,13067,Cobb,City Hall,GPS,
7208,CI022034,-84.54659231,33.95315929,Marietta City Hall,6.00000000,205 Lawrence St,,Marietta,Georgia,30060,770.00000000,794-5100,,,13067,Cobb,City Hall,GPS,
7209,CI022036,-84.51666286,33.88384244,Smyrna City Hall,6.00000000,2800 King St,,Smyrna,Georgia,30080,770.00000000,434-6600,,,13067,Cobb,City Hall,GPS,
7210,CI022035,-84.68450921,33.86007681,Powder Springs City Hall,6.00000000,4488 Pineview Dr,,Powder Springs,Georgia,30127,770.00000000,943-1666,,,13067,Cobb,City Hall,GPS,
7211,CI022032,-84.63330102,33.81358345,Austell City Hall,6.00000000,2716 Broad St,,Austell,Georgia,30106,770.00000000,944-4300,,,13067,Cobb,City Hall,GPS,
7212,2G021001,-84.30207101,33.94331361,Georgia Perimeter College - North,2.00000000,2101 Womack Rd,,Dunwoody,Georgia,30338,770.00000000,551-3000,Debra L. McCurdy Phd,Provost,13089,DeKalb,Public Two-Year College,GPS,
7213,2G021002,-84.27275860,33.68974689,Georgia Perimeter College - South,2.00000000,3251 Panthersville Rd,,Decatur,Georgia,30034,404.00000000,244-5090,Dr. Felita Williams,Provost,13089,DeKalb,Public Two-Year College,GPS,
7214,2G020001,-84.23580965,33.79173672,Georgia Perimeter College - Central,2.00000000,555 North Indian Creek Drive,District Admissions and Records,Clarkston,Georgia,30021,770.00000000,299-4564,Dr. Dennis Harkins,Provost,13089,DeKalb,Public Two-Year College,GPS,
7215,2G020002,-84.40800471,33.71016708,Atlanta Metropolitan College,2.00000000,"1630 Metropolitan Avenue, S.W.",,Atlanta,Georgia,30310,404.00000000,756-4000,Dr. Harlod Wade,President,13121,Fulton,Public Two-Year College,GPS,
7216,UG020001,-84.39556156,33.77128584,Georgia Institute of Technology,24.00000000,225 North Avenue,,Atlanta,Georgia,30332,404.00000000,894-4612,Wayne Clough,President,13121,Fulton,Public University,GPS,
7217,UG020002,-84.38561999,33.75344474,Georgia State University,24.00000000,33 Gilmer St.,P.O. Box 4009,Atlanta,Georgia,30303,404.00000000,651-2000,Carl V. Patton,President,13121,Fulton,Public University,GPS,
7218,4G020002,-84.58140535,34.03201667,Kennesaw State University,4.00000000,1000 Chastain Road,,Kennesaw,Georgia,30144,770.00000000,423-6300,Betty L. Siegal,President,13067,Cobb,Public Four-Year College,GPS,
7219,4G020003,-84.52201117,33.94151699,Southern Polytechnic State University,4.00000000,1100 South Marietta Parkway,Office of Admissions,Marietta,Georgia,30060,770.00000000,528-7281,Dr. Lisa A. Rossbacher,President,13067,Cobb,Public Four-Year College,GPS,
7220,4G020001,-84.33448059,33.59364693,Clayton College and State University,4.00000000,5900 North Lee Street,,Morrow,Georgia,30260,770.00000000,961-3500,Dr. Thomas K. Harden,President,13063,Clayton,Public Four-Year College,GPS,
7221,UP020001,-84.41289506,33.74918750,Clark Atlanta University,23.00000000,240 James P. Brawley Drive SW,,Atlanta,Georgia,30314,404.00000000,880-8000,Thomas Cole,President,13121,Fulton,Private University,GPS,
7222,UP021002,-84.60506412,33.77146528,Mercer University - Douglas,23.00000000,975 Blairs Bridge Rd,,Lithia Springs,Georgia,30122,770.00000000,986-3200,Dr. R Kirby Godsey,President,13097,Douglas,Private University,GPS,
7223,UP021001,-84.26272542,33.87619797,Mercer University,3.00000000,3001 Mercer University Dr,,Atlanta,Georgia,30341,770.00000000,986-3000,Dr. R Kirby Godsey,President,13089,DeKalb,Private Four-Year College,GPS,
7224,UP020003,-84.33132204,33.87340915,Oglethorpe University,23.00000000,4484 Peachtree Road,,Atlanta,Georgia,30319,404.00000000,261-1441,Donald Stanton,President,13089,DeKalb,Private University,GPS,
7225,UP020002,-84.32562224,33.78846368,Emory University,23.00000000,1380 South Oxford Rd.,,Atlanta,Georgia,30322,404.00000000,727-6013,William Chace,President,13089,DeKalb,Private University,GPS,
7226,VT020005,-84.06191217,33.96209699,Gwinnett Tech,25.00000000,5150 Sugarloaf Parkway,Post Office Box 1505,Lawrenceville,Georgia,30043,770.00000000,962-7580,Sharon Rigsby,Interim President,13135,Gwinnett,Public Vocational Technical School,GPS,
7227,VT020004,-84.40788250,33.71174241,Atlanta Area Tech,25.00000000,"1560 Metropolitan Parkway, SW",,Atlanta,Georgia,30310,404.00000000,756-3700,Jerry Adams,President,13121,Fulton,Public Vocational Technical School,GPS,
7228,VT021001,-84.72917908,33.73575197,Carroll Tech - Douglas,25.00000000,4600 Timber Ridge Dr,,Douglasville,Georgia,30135,770.00000000,947-7200,Janet Ayers,President,13097,Douglas,Public Vocational Technical School,GPS,
7229,VT020003,-84.23607663,33.78912368,DeKalb Tech,25.00000000,495 North Indian Creek Road,,Clarkston,Georgia,30021,404.00000000,297-9522,Paul Starnes,President,13089,DeKalb,Public Vocational Technical School,GPS,
7230,VT020001,-84.55163540,33.92862326,Chattahoochee Tech,25.00000000,980 South Cobb Drive,,Marietta,Georgia,30060,770.00000000,528-4500,Harlon Crimm,President,13067,Cobb,Public Vocational Technical School,GPS,
7231,FP020001,-84.36788167,33.71267700,Atlanta US Penitentiary,11.00000000,601 McDonough Blvd SE,,Atlanta,Georgia,30315,404.00000000,635-5100,,,13121,Fulton,Federal Penitentiary,GPS,
7232,PS020012,-84.05575542,33.68599708,Rockdale-Dekalb Probation Detention Center,22.00000000,2165 Chambers Dr,Post Office Box 1039,Conyers,Georgia,30012,770.00000000,388-5777,Derrick Schofield,,13247,Rockdale,State Prison,GPS,
7233,PS020011,-83.91020174,34.09067902,Phillips State Prison,22.00000000,2989 W Rock Quarry Rd,,Buford,Georgia,30519,770.00000000,932-4500,Garrison Parker,Warden,13135,Gwinnett,State Prison,GPS,
7234,PS020008,-84.37648011,33.77235412,Atlanta Transitional Center,22.00000000,332 Ponce De Leon Ave NE,,Atlanta,Georgia,30308,404.00000000,206-5075,Thomas Walton,Warden,13121,Fulton,State Prison,GPS,
7235,PS020010,-84.55422224,33.60050585,Larmore Detention Center,22.00000000,5651 Stonewall Tell Rd,Post Office Box 491419,College Park,Georgia,30349,770.00000000,306-6942,Coleman Wilson,Superintendent,13121,Fulton,State Prison,GPS,
7236,PS020009,-84.41793042,33.72525415,Gateway Diversion Center,22.00000000,"1100 Sylvan Rd, SW",,Atlanta,Georgia,30310,404.00000000,756-4600,Emma Session,Superintendent,13121,Fulton,State Prison,GPS,
7237,PS020004,-84.33877594,33.68894565,Helms Diversion Center,22.00000000,1275 Constitution Rd,,Atlanta,Georgia,30316,404.00000000,624-2413,Mark Dejarnette,,13089,DeKalb,State Prison,GPS,
7238,PS020003,-84.27501685,33.69075767,Georgia Correctional Industries,22.00000000,2984 Clifton Springs Rd,,Decatur,Georgia,30034,404.00000000,244-5100,E. Lively,Director,13089,DeKalb,State Prison,GPS,
7239,PS022001,-84.27635220,33.69053663,Youth Detention Center - DeKalb,22.00000000,2946 Clifton Springs Rd,,Decatur,Georgia,30034,404.00000000,244-2183,,,13089,DeKalb,State Prison,GPS,
7240,PS020006,-84.33643317,33.68877781,Metro Transitional Center,22.00000000,1303 Constitution Rd,,Atlanta,Georgia,30316,404.00000000,624-2380,Mary Lewis,Superintendent,13089,DeKalb,State Prison,GPS,
7241,PS020005,-84.33517456,33.68864452,Metro State Prison,22.00000000,"1301 Constitution Rd, SE",,Atlanta,Georgia,30316,404.00000000,624-2200,Wendy Thompson,Warden,13089,DeKalb,State Prison,GPS,
7242,PS020002,-84.53977236,33.97048555,Cobb Diversion Center,22.00000000,831 North Cobb Pkwy,,Marietta,Georgia,30062,770.00000000,528-5300,Marcus Carter,Superintendent,13067,Cobb,State Prison,GPS,
7243,PS022002,-84.58215336,33.91528311,Marietta Regional Youth Detention Center,22.00000000,1575 County Services Pkwy,,Marietta,Georgia,30008,770.00000000,528-4247,,,13067,Cobb,State Prison,GPS,
7244,PS022003,-84.30826595,33.43406692,Clayton Regional Youth Detention Center,22.00000000,11850 Hastins Bridge Rd,,Hampton,Georgia,30228,770.00000000,473-2100,,,13063,Clayton,State Prison,GPS,
7245,PS020001,-84.39823945,33.62453092,Clayton Diversion Center,22.00000000,270 Falcon Dr,Post Office Box 2283,Forest Park,Georgia,30297,404.00000000,353-7680,Alexander Bullock,Superintendent,13063,Clayton,State Prison,GPS,
7246,MJ020035,-84.13447551,33.88582242,Lilburn City Jail,7.00000000,76 Main St,,Lilburn,Georgia,30047,770.00000000,921-2211,,,13135,Gwinnett,City Jail,GPS,
7247,MJ020034,-83.98799917,33.95214840,Lawrenceville City Jail,7.00000000,20 S Clayton St,,Lawrenceville,Georgia,30045,770.00000000,963-2443,,,13135,Gwinnett,City Jail,GPS,
7248,MJ020032,-84.21188349,33.94221110,Norcross City Jail,7.00000000,65 Lawrenceville St,,Norcross,Georgia,30071,770.00000000,448-2111,,,13135,Gwinnett,City Jail,GPS,
7249,MJ020025,-84.39523312,33.74797444,Atlanta Pre Trial Detention Center (Federal Population),7.00000000,236 Peachtree St SW,,Atlanta,Georgia,30303,404.00000000,865-8010,,,13121,Fulton,City Jail,GPS,
7250,MJ020029,-84.39562187,33.74755874,Atlanta City Detention,7.00000000,254 Peachtree St SW,,Atlanta,Georgia,30303,404.00000000,865-8001,,,13121,Fulton,City Jail,GPS,
7251,MJ020026,-84.28519427,34.06929007,Alpharetta Police Headquarters Communications and Detention Center,7.00000000,2565 Old Milton Pkwy,,Alpharetta,Georgia,30004,678.00000000,297-6300,,,13121,Fulton,City Jail,GPS,
7252,MJ020028,-84.35911538,34.02143488,Roswell Law Enforcement Center,7.00000000,39 Hill St,,Roswell,Georgia,30075,770.00000000,640-4100,,,13121,Fulton,City Jail,GPS,
7253,MJ020024,-84.58460974,33.56302654,Fairburn City Jail,7.00000000,191 W Broad St,,Fairburn,Georgia,30213,770.00000000,964-1441,,,13121,Fulton,City Jail,GPS,
7254,MJ020020,-84.45036313,33.65212242,College Park City Jail,7.00000000,1871 Columbia Ave,,College Park,Georgia,30337,404.00000000,761-3131,,,13121,Fulton,City Jail,GPS,
7255,MJ020027,-84.44176483,33.68081298,East Point Law Enforcement Center,7.00000000,2727 East Point St,,East Point,Georgia,30344,404.00000000,765-1096,,,13121,Fulton,City Jail,GPS,
7256,MJ020022,-84.55209351,33.57878508,Union City Police Department Jail,7.00000000,5047 Union St,,Union City,Georgia,30291,770.00000000,964-1333,,,13121,Fulton,City Jail,GPS,
7257,MJ020017,-84.75008417,33.74964918,Douglasville City Jail,7.00000000,6730 Church St,Post Office Box 219,Douglasville,Georgia,30134,770.00000000,920-3010,,,13097,Douglas,City Jail,GPS,
7258,MJ020014,-84.17053191,33.80653777,Stone Mountian City Jail,7.00000000,922 Main St,,Stone Mountain,Georgia,30083,770.00000000,469-0100,,,13089,DeKalb,City Jail,GPS,
7259,MJ020012,-84.10614007,33.71189886,Lithonia City Jail,7.00000000,6980 Main St,,Lithonia,Georgia,30058,770.00000000,482-4461,,,13089,DeKalb,City Jail,GPS,
7260,MJ020013,-84.27973171,33.90128315,Doraville City Jail,7.00000000,3760 Park Ave,,Doraville,Georgia,30340,770.00000000,458-8561,,,13089,DeKalb,City Jail,GPS,
7261,MJ020015,-84.29855321,33.89497383,Chamblee City Jail,7.00000000,3518 Broad St,,Chamblee,Georgia,30341,770.00000000,986-5005,,,13089,DeKalb,City Jail,GPS,
7262,MJ020007,-84.61667673,34.02326601,Kennesaw City Jail,7.00000000,2539 J O Stephenson Ave,,Kennesaw,Georgia,30106,770.00000000,944-4318,,,13067,Cobb,City Jail,GPS,
7263,MJ020011,-84.66101058,34.05994424,Acworth City Jail,7.00000000,4400 Acworth Industrial Dr.,,Acworth,Georgia,30101,770.00000000,974-1232,,,13067,Cobb,City Jail,GPS,
7264,MJ020004,-84.51592794,33.88864893,Smyrna City Jail,7.00000000,2646 Atlanta Rd.,,Smyrna,Georgia,30080,770.00000000,434-9481,,,13067,Cobb,City Jail,Geocode,
7265,MJ020005,-84.63323974,33.81427383,Austell City Jail,7.00000000,2721 Washington St,,Austell,Georgia,30144,770.00000000,422-2505,,,13067,Cobb,City Jail,GPS,
7266,MJ020003,-84.37464893,33.60863504,City of Forest Park Police Services,7.00000000,320 Cash Memorial Blvd,,Forest Park,Georgia,30297,770.00000000,366-7280,,,13063,Clayton,City Jail,GPS,
7267,CC020004,-83.97515076,33.98546215,Gwinnett County Correctional Institution,8.00000000,640 Swanson Dr,Post Office Box 47,Lawrenceville,Georgia,30043,770.00000000,513-5700,Sandra Blount,Warden,13135,Gwinnett,County Correctional Institution,GPS,
7268,CC020003,-84.42415636,33.77555454,Fulton County Drug Court Human Services Dept.,8.00000000,1101 Jefferson St,,Atlanta,Georgia,30318,404.00000000,876-6220,A. Pierce,Warden,13121,Fulton,County Correctional Institution,GPS,
7269,CC020002,-84.58257257,33.90776822,Cobb County Correctional Institution,8.00000000,1877 County Services Pkwy,,Marietta,Georgia,30008,770.00000000,528-2431,John Alder,Warden,13067,Cobb,County Correctional Institution,GPS,
7270,CC020001,-84.30427543,33.44265361,Clayton County Correctional Institution,8.00000000,11420 SLR Boulevard,,Hampton,Georgia,30228,770.00000000,473-5777,Micky Camp,Warden,13063,Clayton,County Correctional Institution,GPS,
7271,24727003,-84.03405773,33.71007159,Lakeview Utilities,27.00000000,1 Frontier Dr.,,Conyers,Georgia,30012,770.00000000,922-6400,,,13247,Rockdale,Water System,GPS,
7272,GA0047678,-83.96514100,33.68047322,Conyers-Quiggs Branch WPCP,26.00000000,2331 Hwy 138 N,,Conyers,Georgia,30013,770.00000000,918-6572,,,13247,Rockdale,Wastewater Treatment Plant,GPS,
7273,GA0021610,-84.03308844,33.62821953,Conyers-Snapping Shoals WPCP,26.00000000,Morris Dr.,P.O. Drawer 1259,Conyers,Georgia,30094,770.00000000,918-6584,,,13247,Rockdale,Wastewater Treatment Plant,GPS,
7274,GA0049085,-84.02095834,33.61299117,Conyers-Stanton Woods WPCP,26.00000000,Deering Rd.,P.O. Drawer 1259,Conyers,Georgia,30094,0.00000000,,,,13247,Rockdale,Wastewater Treatment Plant,GPS,
7275,GA0022659,-84.04233567,33.57855977,Conyers-Honey Creek WPCP,26.00000000,Troupe Smith Rd.,P.O. Drawer 1259,Conyers,Georgia,30094,770.00000000,918-6616,,,13247,Rockdale,Wastewater Treatment Plant,GPS,
7276,GA0026239,-84.03021984,33.55031573,Conyers-Scott Creek WPCP,26.00000000,Scott Hwy.,P.O. Drawer 1259,Conyers,Georgia,30094,770.00000000,918-6617,,,13247,Rockdale,Wastewater Treatment Plant,GPS,
7277,GAU020125,-84.30064407,33.40811535,Hampton Industrial Park,26.00000000,Steele Dr,,Hampton,Georgia,30228,0.00000000,,,,13151,Henry,Wastewater Treatment Plant,GPS,
7278,GA0020320,-84.30495487,33.37803265,Hampton WPCP,26.00000000,249 Bear Creek Rd,P.O. Box 400,Hampton,Georgia,30228,770.00000000,954-3770,,,13151,Henry,Wastewater Treatment Plant,GPS,
7279,GAU020095,-84.34470338,33.36016089,Henry County Water and Sewer (Bear Creek),26.00000000,251 Lee Rd,,Hampton,Georgia,30228,770.00000000,952-8382,,,13151,Henry,Wastewater Treatment Plant,GPS,
7280,GA0049778,-84.11993418,33.34511558,Locust Grove-West Pond,26.00000000,Tanger Blvd,,Locust Grove,Georgia,30248,770.00000000,957-6029,,,13151,Henry,Wastewater Treatment Plant,GPS,
7281,GA0049760,-84.10440051,33.34552756,Locust Grove-East Pond,26.00000000,Rose Lane,,Locust Grove,Georgia,30248,770.00000000,957-6029,,,13151,Henry,Wastewater Treatment Plant,GPS,
7282,GA0049816,-84.08473974,33.34334557,Henry County (Skyland WPCP),26.00000000,Lakeview Dr,,Locust Grove,Georgia,30248,770.00000000,957-5043,,,13151,Henry,Wastewater Treatment Plant,GPS,
7283,GA0049352,-84.15673024,33.46493897,Henry County-Camp Creek WPCP,26.00000000,700 North Hwy. 42,,McDonough,Georgia,30253,770.00000000,957-8382,,,13151,Henry,Wastewater Treatment Plant,GPS,
7284,GA0049239,-84.11219027,33.43988783,Henry County (Meadow Creek Acq WPCP),26.00000000,334 Lake Dow Rd,,McDonough,Georgia,30252,770.00000000,957-8382,,,13151,Henry,Wastewater Treatment Plant,GPS,
